study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
PRJNA389280	SAMN07424613	SRX3106708	SRR5947927	408170	human gut metagenome	39702421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947927/SRR5947927.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947927/SRR5947927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947927/SRR5947927_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947927	G89362
PRJNA389280	SAMN07424616	SRX3106707	SRR5947928	408170	human gut metagenome	2900078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947928/SRR5947928.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947928/SRR5947928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947928/SRR5947928_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947928	G89365
PRJNA389280	SAMN07424614	SRX3106706	SRR5947929	408170	human gut metagenome	6134813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947929/SRR5947929.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947929/SRR5947929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947929/SRR5947929_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947929	G89363
PRJNA389280	SAMN07424623	SRX3106705	SRR5947930	408170	human gut metagenome	2350713	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947930/SRR5947930.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947930/SRR5947930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947930/SRR5947930_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947930	G89374
PRJNA389280	SAMN07424621	SRX3106704	SRR5947931	408170	human gut metagenome	8068607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947931/SRR5947931.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947931/SRR5947931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947931/SRR5947931_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947931	G89372
PRJNA389280	SAMN07424610	SRX3106703	SRR5947932	408170	human gut metagenome	2372083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947932/SRR5947932.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947932/SRR5947932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947932/SRR5947932_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947932	G89358
PRJNA389280	SAMN07424609	SRX3106702	SRR5947933	408170	human gut metagenome	8014900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947933/SRR5947933.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947933/SRR5947933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947933/SRR5947933_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947933	G89356
PRJNA389280	SAMN07424593	SRX3106701	SRR5947934	408170	human gut metagenome	19377014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947934/SRR5947934.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947934/SRR5947934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947934/SRR5947934_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947934	G89338
PRJNA389280	SAMN07424594	SRX3106700	SRR5947935	408170	human gut metagenome	18567035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947935/SRR5947935.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947935/SRR5947935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947935/SRR5947935_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947935	G89339
PRJNA389280	SAMN07424591	SRX3106699	SRR5947936	408170	human gut metagenome	9902257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947936/SRR5947936.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947936/SRR5947936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947936/SRR5947936_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947936	G89335
PRJNA389280	SAMN07424592	SRX3106698	SRR5947937	408170	human gut metagenome	25035143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947937/SRR5947937.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947937/SRR5947937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947937/SRR5947937_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947937	G89336
PRJNA389280	SAMN07424597	SRX3106697	SRR5947938	408170	human gut metagenome	1201823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947938/SRR5947938.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947938/SRR5947938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947938/SRR5947938_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947938	G89343
PRJNA389280	SAMN07424598	SRX3106696	SRR5947939	408170	human gut metagenome	6590028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947939/SRR5947939.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947939/SRR5947939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947939/SRR5947939_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947939	G89344
PRJNA389280	SAMN07424595	SRX3106695	SRR5947940	408170	human gut metagenome	3594766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947940/SRR5947940.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947940/SRR5947940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947940/SRR5947940_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947940	G89340
PRJNA389280	SAMN07424596	SRX3106694	SRR5947941	408170	human gut metagenome	9191733	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947941/SRR5947941.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947941/SRR5947941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947941/SRR5947941_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947941	G89341
PRJNA389280	SAMN07424599	SRX3106693	SRR5947942	408170	human gut metagenome	3690464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947942/SRR5947942.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947942/SRR5947942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947942/SRR5947942_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947942	G89345
PRJNA389280	SAMN07424600	SRX3106692	SRR5947943	408170	human gut metagenome	2760433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947943/SRR5947943.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947943/SRR5947943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947943/SRR5947943_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947943	G89347
PRJNA389280	SAMN07424619	SRX3106691	SRR5947944	408170	human gut metagenome	793891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947944/SRR5947944.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947944/SRR5947944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947944/SRR5947944_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947944	G89369
PRJNA389280	SAMN07424620	SRX3106690	SRR5947945	408170	human gut metagenome	1005261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947945/SRR5947945.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947945/SRR5947945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947945/SRR5947945_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947945	G89370
PRJNA389280	SAMN07424571	SRX3106689	SRR5947946	408170	human gut metagenome	9428858	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947946/SRR5947946.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947946/SRR5947946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947946/SRR5947946_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947946	G89311
PRJNA389280	SAMN07424572	SRX3106688	SRR5947947	408170	human gut metagenome	6220589	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947947/SRR5947947.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947947/SRR5947947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947947/SRR5947947_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947947	G89312
PRJNA389280	SAMN07424573	SRX3106687	SRR5947948	408170	human gut metagenome	10767084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947948/SRR5947948.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947948/SRR5947948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947948/SRR5947948_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947948	G89313
PRJNA389280	SAMN07424574	SRX3106686	SRR5947949	408170	human gut metagenome	8523508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947949/SRR5947949.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947949/SRR5947949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947949/SRR5947949_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947949	G89314
PRJNA389280	SAMN07424575	SRX3106685	SRR5947950	408170	human gut metagenome	4092442	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947950/SRR5947950.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947950/SRR5947950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947950/SRR5947950_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947950	G89315
PRJNA389280	SAMN07424576	SRX3106684	SRR5947951	408170	human gut metagenome	4507745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947951/SRR5947951.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947951/SRR5947951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947951/SRR5947951_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947951	G89316
PRJNA389280	SAMN07424577	SRX3106683	SRR5947952	408170	human gut metagenome	13862916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947952/SRR5947952.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947952/SRR5947952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947952/SRR5947952_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947952	G89317
PRJNA389280	SAMN07424578	SRX3106682	SRR5947953	408170	human gut metagenome	8883727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947953/SRR5947953.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947953/SRR5947953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947953/SRR5947953_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947953	G89320
PRJNA389280	SAMN07424579	SRX3106681	SRR5947954	408170	human gut metagenome	7784634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947954/SRR5947954.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947954/SRR5947954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947954/SRR5947954_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947954	G89321
PRJNA389280	SAMN07424580	SRX3106680	SRR5947955	408170	human gut metagenome	14046140	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947955/SRR5947955.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947955/SRR5947955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947955/SRR5947955_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947955	G89322
PRJNA389280	SAMN07424627	SRX3106679	SRR5947956	408170	human gut metagenome	2562875	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947956/SRR5947956.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947956/SRR5947956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947956/SRR5947956_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947956	G89380
PRJNA389280	SAMN07424625	SRX3106678	SRR5947957	408170	human gut metagenome	6602871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947957/SRR5947957.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947957/SRR5947957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947957/SRR5947957_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947957	G89378
PRJNA389280	SAMN07424611	SRX3106677	SRR5947958	408170	human gut metagenome	8677930	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947958/SRR5947958.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947958/SRR5947958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947958/SRR5947958_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947958	G89360
PRJNA389280	SAMN07424628	SRX3106676	SRR5947959	408170	human gut metagenome	6257445	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947959/SRR5947959.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947959/SRR5947959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947959/SRR5947959_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947959	G89381
PRJNA389280	SAMN07424618	SRX3106675	SRR5947960	408170	human gut metagenome	18843664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947960/SRR5947960.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947960/SRR5947960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947960/SRR5947960_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947960	G89368
PRJNA389280	SAMN07424615	SRX3106674	SRR5947961	408170	human gut metagenome	3510511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947961/SRR5947961.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947961/SRR5947961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947961/SRR5947961_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947961	G89364
PRJNA389280	SAMN07424624	SRX3106673	SRR5947962	408170	human gut metagenome	9263571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947962/SRR5947962.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947962/SRR5947962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947962/SRR5947962_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947962	G89375
PRJNA389280	SAMN07424558	SRX3106672	SRR5947963	408170	human gut metagenome	7720545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947963/SRR5947963.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947963/SRR5947963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5947963/SRR5947963_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5947963	G89295
PRJNA389280	SAMN07424557	SRX3106671	SRR5947964	408170	human gut metagenome	2484606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947964/SRR5947964.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947964/SRR5947964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5947964/SRR5947964_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5947964	G89294
PRJNA389280	SAMN07424556	SRX3106670	SRR5947965	408170	human gut metagenome	20787684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947965/SRR5947965.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947965/SRR5947965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5947965/SRR5947965_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5947965	G89293
PRJNA389280	SAMN07424555	SRX3106669	SRR5947966	408170	human gut metagenome	11341908	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947966/SRR5947966.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947966/SRR5947966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5947966/SRR5947966_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5947966	G89292
PRJNA389280	SAMN07424554	SRX3106668	SRR5947967	408170	human gut metagenome	15132963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947967/SRR5947967.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947967/SRR5947967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5947967/SRR5947967_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5947967	G89290
PRJNA389280	SAMN07424553	SRX3106667	SRR5947968	408170	human gut metagenome	29413434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947968/SRR5947968.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947968/SRR5947968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5947968/SRR5947968_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5947968	G89288
PRJNA389280	SAMN07424552	SRX3106666	SRR5947969	408170	human gut metagenome	4901778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947969/SRR5947969.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947969/SRR5947969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5947969/SRR5947969_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5947969	G89287
PRJNA389280	SAMN07424551	SRX3106665	SRR5947970	408170	human gut metagenome	5564000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947970/SRR5947970.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947970/SRR5947970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5947970/SRR5947970_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5947970	G89286
PRJNA389280	SAMN07424560	SRX3106664	SRR5947971	408170	human gut metagenome	4608385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947971/SRR5947971.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947971/SRR5947971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5947971/SRR5947971_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5947971	G89297
PRJNA389280	SAMN07424559	SRX3106663	SRR5947972	408170	human gut metagenome	28224236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947972/SRR5947972.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947972/SRR5947972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5947972/SRR5947972_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5947972	G89296
PRJNA389280	SAMN07424521	SRX3139439	SRR5983264	408170	human gut metagenome	9813243	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983264/SRR5983264.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983264/SRR5983264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983264/SRR5983264_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983264	G95793
PRJNA389280	SAMN07424522	SRX3139438	SRR5983265	408170	human gut metagenome	28714174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983265/SRR5983265.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983265/SRR5983265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983265/SRR5983265_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983265	G95795
PRJNA389280	SAMN07424519	SRX3139437	SRR5983266	408170	human gut metagenome	15867353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983266/SRR5983266.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983266/SRR5983266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983266/SRR5983266_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983266	G95791
PRJNA389280	SAMN07424520	SRX3139436	SRR5983267	408170	human gut metagenome	33089707	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983267/SRR5983267.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983267/SRR5983267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983267/SRR5983267_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983267	G95792
PRJNA389280	SAMN07424525	SRX3139435	SRR5983268	408170	human gut metagenome	13262812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983268/SRR5983268.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983268/SRR5983268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983268/SRR5983268_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/008/SRR5983268	G95799
PRJNA389280	SAMN07424526	SRX3139434	SRR5983269	408170	human gut metagenome	16307702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983269/SRR5983269.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983269/SRR5983269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983269/SRR5983269_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/009/SRR5983269	G95801
PRJNA389280	SAMN07424523	SRX3139433	SRR5983270	408170	human gut metagenome	14815826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983270/SRR5983270.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983270/SRR5983270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983270/SRR5983270_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/000/SRR5983270	G95796
PRJNA389280	SAMN07424524	SRX3139432	SRR5983271	408170	human gut metagenome	14083520	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983271/SRR5983271.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983271/SRR5983271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983271/SRR5983271_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/001/SRR5983271	G95797
PRJNA389280	SAMN07424387	SRX3139431	SRR5983272	408170	human gut metagenome	17363500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983272/SRR5983272.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983272/SRR5983272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983272/SRR5983272_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/002/SRR5983272	G95642
